
Country,League,Club,Player_Names,Matches_Played,Substitution,Mins,Goals,xG,xG_Per_Avg_Match,Shots,OnTarget,Shots_Per_Avg_Match,On_Target_Per_Avg_Match,Year
Italy,Serie A,(NAP),Lorenzo Insigne,24,4,2191,10,9.2300000000000004,0.40000000000000002,120,37,5.2000000000000002,1.6,2018
Italy,Serie A,(JUV),Cristiano Ronaldo,30,1,2857,21,21.649999999999999,0.71999999999999997,177,68,5.8899999999999997,2.26,2018
Italy,Serie A,(LAZ),Ciro Immobile,31,5,3046,15,15.710000000000001,0.48999999999999999,124,49,3.8700000000000001,1.53,2018
Italy,Serie A,(TOR),Andrea Belotti,37,0,3533,15,15.99,0.42999999999999999,125,47,3.3599999999999999,1.26,2018
Italy,Serie A,(SAM),Fabio Quagliarella,37,0,3269,26,23.059999999999999,0.67000000000000004,141,57,4.0999999999999996,1.66,2018
Italy,Serie A,(JUV),Mandzukic,23,2,2125,9,6.4900000000000002,0.28999999999999998,31,17,1.3899999999999999,0.76,2018
Italy,Serie A,(ROM),Edin Dzeko,28,5,2741,9,13.56,0.46999999999999997,131,50,4.54,1.73,2018
Italy,Serie A,(NAP),Andrea Petagna,35,1,3196,16,12.779999999999999,0.38,89,41,2.6499999999999999,1.22,2018
Italy,Serie A,(PAR),Roberto Inglese,23,2,2075,9,7.8600000000000003,0.35999999999999999,47,21,2.1499999999999999,0.96,2018
Italy,Serie A,(ATA),Josip Ilicic,23,8,2262,12,9.2899999999999991,0.39000000000000001,101,38,4.2400000000000002,1.6,2018
Italy,Serie A,(SAS),Francesco Caputo,38,0,3641,16,16.100000000000001,0.41999999999999998,96,43,2.5,1.12,2018
Italy,Serie A,(CAG),Leonardo Pavoletti,31,1,2903,16,11,0.35999999999999999,84,33,2.75,1.08,2018
Italy,Serie A,(SAS),Gregoire Defrel,26,10,2388,11,8.3000000000000007,0.33000000000000002,47,23,1.8700000000000001,0.91,2018
Italy,Serie A,(NAP),Dries Mertens,23,12,2416,16,10.43,0.40999999999999998,89,39,3.5,1.53,2018
Italy,Serie A,(ROM),Stephan El Shaarawy,23,5,2213,11,7.2199999999999998,0.31,70,30,3,1.29,2018
Italy,Serie A,(PAR),Gervinho,27,3,2430,11,6.9100000000000001,0.27000000000000002,44,19,1.72,0.74,2018
Italy,Serie A,(INT),Mauro Icardi,24,5,2314,11,14.859999999999999,0.60999999999999999,73,29,3,1.19,2018
Italy,Serie A,(BSC),Krzysztof Piatek,34,3,3147,23,17.23,0.52000000000000002,118,52,3.5600000000000001,1.57,2018
Germany,Bundesliga,(HOF),Andrej Kramaric,28,2,2527,16,19.420000000000002,0.72999999999999998,110,43,4.1399999999999997,1.62,2018
Germany,Bundesliga,(BMG),Alassane Plea,28,6,2613,12,11.279999999999999,0.40999999999999998,83,41,3.02,1.49,2018
Germany,Bundesliga,(CHE),Kai Havertz,33,1,3033,16,11.17,0.34999999999999998,87,42,2.73,1.32,2018
Germany,Bundesliga,(FRA),Luka Jovic,25,7,2353,17,14.119999999999999,0.56999999999999995,97,42,3.9199999999999999,1.7,2018
Germany,Bundesliga,(FRA),Ante Rebic,23,5,2075,11,9.1699999999999999,0.41999999999999998,61,28,2.79,1.28,2018
Germany,Bundesliga,(DOR),Jadon Sancho,26,8,2602,13,6.8499999999999996,0.25,40,21,1.46,0.77,2018
Germany,Bundesliga,(FCA),Alfred Finnbogason,17,1,1385,10,10.210000000000001,0.69999999999999996,40,18,2.7400000000000002,1.23,2018
Germany,Bundesliga,(KOL),Ondrej Duda,30,2,2661,11,5.8799999999999999,0.20999999999999999,54,20,1.9299999999999999,0.71,2018
Germany,Bundesliga,(VIL),Paco Alcacer,11,15,1312,18,9.3900000000000006,0.68000000000000005,52,27,3.77,1.96,2018
Germany,Bundesliga,(RBL),Timo Werner,29,1,2582,16,15.49,0.56999999999999995,107,39,3.9399999999999999,1.43,2018
Germany,Bundesliga,(SCH),Benito Raman,19,11,1781,10,6.1900000000000004,0.33000000000000002,55,26,2.9300000000000002,1.39,2018
Germany,Bundesliga,(MON),Kevin Volland,32,2,2945,14,12.4,0.40000000000000002,87,43,2.8100000000000001,1.39,2018
Germany,Bundesliga,(WOB),Wout Weghorst,33,1,3061,17,16.109999999999999,0.5,73,34,2.27,1.06,2018
Germany,Bundesliga,(HOF),Ishak Belfodil,20,8,1965,18,10.140000000000001,0.48999999999999999,88,36,4.25,1.74,2018
Germany,Bundesliga,(DOR),Marco Reus,27,0,2432,17,13.31,0.52000000000000002,69,33,2.7000000000000002,1.29,2018
Germany,Bundesliga,(MAI),Jean-Philippe Mateta,29,5,2587,14,11.710000000000001,0.42999999999999999,97,34,3.5600000000000001,1.25,2018
Germany,Bundesliga,(FRA),Sebastien Haller,23,6,2312,15,12.17,0.5,54,26,2.2200000000000002,1.07,2018
Germany,Bundesliga,(UNB),Max Kruse,32,0,2975,11,9.3900000000000006,0.29999999999999999,91,40,2.9100000000000001,1.28,2018
Germany,Bundesliga,(BAY),Robert Lewandowski,33,0,3090,22,29.27,0.90000000000000002,144,51,4.4299999999999997,1.57,2018
Germany,Bundesliga,(RBL),Yussuf Poulsen,27,4,2556,15,10.76,0.40000000000000002,65,27,2.4199999999999999,1,2018
France,France Ligue 11,(PSG),Angel Di Maria,28,2,2418,12,10.44,0.40999999999999998,97,30,3.8100000000000001,1.18,2018
France,France Ligue 20,(STR),Remi Oudin,32,5,2719,10,7.7300000000000004,0.27000000000000002,78,24,2.73,0.84,2018
France,France Ligue 2,(LIL),Nicolas Pepe,37,1,3533,22,20.079999999999998,0.54000000000000004,118,60,3.1699999999999999,1.61,2018
France,France Ligue 12,(CAE),Emiliano Sala,16,3,1434,12,6.1900000000000004,0.40999999999999998,36,18,2.3799999999999999,1.19,2018
France,France Ligue 9,(LIL),Jonathan Bamba,35,3,3190,13,7.3899999999999997,0.22,67,28,2,0.83,2018
France,France Ligue 15,(REN),M'Baye Niang,19,10,1911,11,7.4400000000000004,0.37,64,25,3.1800000000000002,1.24,2018
France,France Ligue 6,(PSG),Neymar,16,1,1517,15,12.619999999999999,0.79000000000000004,54,25,3.3799999999999999,1.57,2018
France,France Ligue 3,(PSG),Edinson Cavani,20,1,1747,18,16.73,0.91000000000000003,52,22,2.8300000000000001,1.2,2018
France,France Ligue 16,(ANG),Stephane Bahoken,31,1,2541,11,8.5600000000000005,0.32000000000000001,66,33,2.4700000000000002,1.23,2018
France,France Ligue 14,(SIV),Max Gradel,36,0,3446,11,14.51,0.40000000000000002,120,42,3.3100000000000001,1.16,2018
France,France Ligue 4,(MAR),Florian Thauvin,30,3,2741,16,11.25,0.39000000000000001,101,35,3.5,1.21,2018
France,France Ligue 1,(PSG),Kylian Mbappe-Lottin,24,5,2488,33,31.170000000000002,1.1899999999999999,125,70,4.7699999999999996,2.67,2018
France,France Ligue 10,(STE),Wahbi Khazri,32,0,3000,13,10.74,0.34000000000000002,94,36,2.98,1.14,2018
France,France Ligue 7,(MON),Falcao,29,4,2699,15,14.210000000000001,0.5,94,41,3.3100000000000001,1.44,2018
France,France Ligue 13,(MPE),Gaetan Laborde,36,1,3115,11,8.5299999999999994,0.26000000000000001,86,27,2.6200000000000001,0.82,2018
France,France Ligue 8,(MPE),Andy Delort,36,0,3263,14,13.050000000000001,0.38,119,36,3.46,1.05,2018
France,France Ligue 5,(LYO),Moussa Dembele,21,12,2154,15,14.74,0.65000000000000002,90,39,3.9700000000000002,1.72,2018
France,France Ligue 19,(LYO),Memphis Depay,29,7,2900,10,13.43,0.44,110,39,3.6000000000000001,1.28,2018
France,France Ligue 18,(STR),Lebo Mothiba,21,14,2154,10,7.0300000000000002,0.31,36,19,1.5900000000000001,0.84,2018
France,France Ligue 17,(LOK),Francois Kamano,29,8,2698,10,9.0899999999999999,0.32000000000000001,82,33,2.8900000000000001,1.16,2018
England,Premier League,(CRY),Luka Milivojevic,38,0,3651,12,11.15,0.28999999999999998,57,24,1.48,0.62,2018
England,Premier League,(BOU),Joshua King,34,1,3143,12,13.56,0.40999999999999998,72,23,2.1800000000000002,0.7,2018
England,Premier League,(MNU),Paul Pogba,34,1,3233,13,15.99,0.46999999999999997,105,49,3.0899999999999999,1.44,2018
England,Premier League,(LIV),Mohamed Salah,37,1,3417,22,20.5,0.56999999999999995,137,63,3.8100000000000001,1.75,2018
England,Premier League,(BUR),Ashley Barnes,26,11,2569,12,13.25,0.48999999999999999,65,30,2.3999999999999999,1.11,2018
England,Premier League,(WAT),Glenn Murray,30,8,2684,13,11.58,0.40999999999999998,54,21,1.9099999999999999,0.74,2018
England,Premier League,(EVE),Richarlison,32,3,2822,14,11.880000000000001,0.40000000000000002,83,28,2.79,0.94,2018
England,Premier League,(LIV),Sadio Mane,35,1,3236,22,15.33,0.45000000000000001,87,42,2.5499999999999998,1.23,2018
England,Premier League,(NEW),Callum Wilson,29,1,2714,14,14.57,0.51000000000000001,65,29,2.2799999999999998,1.02,2018
England,Premier League,(TOT),Son Heung-Min,23,8,2152,12,7.0199999999999996,0.31,74,29,3.27,1.28,2018
England,Premier League,(TOT),Harry Kane,27,1,2580,17,15.48,0.56999999999999995,102,46,3.7599999999999998,1.69,2018
England,Premier League,(MNC),Sergio Aguero,31,2,2566,21,19.449999999999999,0.71999999999999997,118,43,4.3700000000000001,1.59,2018
England,Premier League,(CHE),Eden Hazard,32,5,3115,16,10.82,0.33000000000000002,93,43,2.8399999999999999,1.31,2018
England,Premier League,(ARS),Pierre-Emerick Aubameyang,30,6,2905,22,21.710000000000001,0.70999999999999996,94,39,3.0699999999999998,1.28,2018
England,Premier League,(EVE),Gylfi Sigurdsson,36,2,3302,13,11.119999999999999,0.32000000000000001,86,33,2.4700000000000002,0.95,2018
England,Premier League,(MNC),Raheem Sterling,31,3,2930,17,14.19,0.46000000000000002,77,38,2.5,1.23,2018
England,Premier League,(LEI),Jamie Vardy,30,4,2886,18,17.620000000000001,0.57999999999999996,79,38,2.6000000000000001,1.25,2018
England,Premier League,(LEI),Ayoze Perez,34,3,3099,12,7.8300000000000001,0.23999999999999999,55,27,1.6899999999999999,0.83,2018
England,Premier League,(ARS),Alexandre Lacazette,27,8,2670,14,11.52,0.40999999999999998,81,28,2.8799999999999999,1,2018
England,Premier League,(WOL),Raul Jimenez,36,2,3285,13,15.91,0.46000000000000002,111,33,3.21,0.95,2018
Brazil,Campeonato Brasileiro,(LYO),Lucas Paqueta,31,1,2962,10,9.0399999999999991,0.28999999999999998,95,40,3.0499999999999998,1.28,2018
Brazil,Campeonato Brasileiro,(BEN),Everton,24,3,2175,9,12.59,0.55000000000000004,88,38,3.8399999999999999,1.66,2018
Brazil,Campeonato Brasileiro,(COR),Juan Cazares,25,6,2487,8,5.7599999999999998,0.22,66,18,2.52,0.69,2018
Brazil,Campeonato Brasileiro,(ALA),Deyverson,11,15,1367,9,7.6299999999999999,0.53000000000000003,41,19,2.8500000000000001,1.32,2018
Brazil,Campeonato Brasileiro,(SAP),Pablo,30,3,2808,12,10.94,0.37,64,29,2.1699999999999999,0.98,2018
Brazil,Campeonato Brasileiro,(INT),Leandro Damiao,19,7,3236,10,13.279999999999999,0.39000000000000001,67,27,1.97,0.79,2018
Brazil,Campeonato Brasileiro,(VDG),Yago Pikachu,34,1,3192,10,11.09,0.33000000000000002,77,37,2.29,1.1,2018
Brazil,Campeonato Brasileiro,(RMA),Rodrygo,30,5,2850,8,8.0999999999999996,0.27000000000000002,52,23,1.73,0.77,2018
Brazil,Campeonato Brasileiro,(SJE),Andres Rios,23,5,2188,7,7.3700000000000001,0.32000000000000001,43,18,1.8700000000000001,0.78,2018
Brazil,Campeonato Brasileiro,(ATM),Roger Guedes,11,1,1081,9,6.1399999999999997,0.54000000000000004,42,20,3.6899999999999999,1.76,2018
Brazil,Campeonato Brasileiro,(PAL),Leandro Pereira,26,8,2575,11,10.029999999999999,0.37,80,33,2.9500000000000002,1.22,2018
Brazil,Campeonato Brasileiro,(GRE),Diego Souza,32,0,4177,11,11.43,0.26000000000000001,51,21,1.1599999999999999,0.48,2018
Brazil,Campeonato Brasileiro,(FLA),Pedro,19,0,1689,9,9.0700000000000003,0.51000000000000001,56,18,3.1499999999999999,1.01,2018
Brazil,Campeonato Brasileiro,(TIG),Nico Lupez,26,9,3931,11,8.6899999999999995,0.20999999999999999,79,33,1.9099999999999999,0.8,2018
Brazil,Campeonato Brasileiro,(FLU),Nene,29,6,2636,8,7.4900000000000002,0.27000000000000002,58,20,2.0899999999999999,0.72,2018
Brazil,Campeonato Brasileiro,(CFC),Ricardo Oliveira,35,0,3231,13,16.670000000000002,0.48999999999999999,92,41,2.71,1.21,2018
Brazil,Campeonato Brasileiro,(BAH),Gilberto,18,3,1623,8,7,0.40999999999999998,52,17,3.04,1,2018
Brazil,Campeonato Brasileiro,(SAN),Henrique,27,6,2595,9,4.3700000000000001,0.16,46,15,1.6799999999999999,0.55,2018
Brazil,Campeonato Brasileiro,(PAL),Willian,21,11,2153,10,10.199999999999999,0.45000000000000001,66,29,2.9100000000000001,1.28,2018
Brazil,Campeonato Brasileiro,(FLA),Gabriel Barbosa,34,1,3140,18,19.170000000000002,0.57999999999999996,94,40,2.8399999999999999,1.21,2018
USA,MLS,(LAF),Diego Rossi,35,1,3277,17,12.07,0.34999999999999998,113,50,3.2799999999999998,1.45,2019
USA,MLS,(ATA),Josef Martinez,32,0,3050,28,25.039999999999999,0.78000000000000003,128,52,3.9900000000000002,1.62,2019
USA,MLS,(LAG),Zlatan Ibrahimovic,31,0,2998,31,22.719999999999999,0.71999999999999997,159,67,5.04,2.12,2019
USA,MLS,(SJE),Chris Wondolowski,24,8,2169,15,14.609999999999999,0.64000000000000001,79,33,3.46,1.45,2019
USA,MLS,(ORL),Nani,26,4,2464,12,8.8200000000000003,0.34000000000000002,64,25,2.4700000000000002,0.96,2019
USA,MLS,(PHI),Kacper Przybylko,25,1,2420,15,12.23,0.47999999999999998,81,37,3.1800000000000002,1.45,2019
USA,MLS,(MIN),Kei Kamara,29,0,2740,14,17.59,0.60999999999999999,94,44,3.2599999999999998,1.53,2019
USA,MLS,(CHF),C.J. Sapong,29,3,2734,13,11.220000000000001,0.39000000000000001,63,25,2.1899999999999999,0.87,2019
USA,MLS,(CCR),Gyasi Zardes,28,0,2657,13,15.1,0.54000000000000004,62,26,2.2200000000000002,0.93,2019
USA,MLS,(NYC),Heber,18,5,1742,15,11.369999999999999,0.62,56,26,3.0499999999999998,1.42,2019
USA,MLS,(HDY),Mauro Manotas,28,4,2717,13,14.01,0.48999999999999999,92,29,3.2200000000000002,1.01,2019
USA,MLS,(COL),Brian Fernandez,16,3,1555,11,8.1799999999999997,0.5,69,30,4.2199999999999998,1.83,2019
USA,MLS,(TOR),Alejandro Pozuelo,32,2,3104,14,9.8000000000000007,0.29999999999999999,84,38,2.5699999999999998,1.16,2019
USA,MLS,(SKC),Felipe Gutierrez,31,1,2905,12,9.4800000000000004,0.31,65,28,2.1299999999999999,0.92,2019
USA,MLS,(SOU),Jordan Morris,28,2,2521,13,9.5500000000000007,0.35999999999999999,48,24,1.8100000000000001,0.9,2019
USA,MLS,(SOU),Raul Ruidiaz,24,2,2346,15,15.31,0.62,96,37,3.8900000000000001,1.5,2019
USA,MLS,(TOR),Jozy Altidore,18,5,1834,12,8.6899999999999995,0.45000000000000001,51,25,2.6400000000000001,1.29,2019
USA,MLS,(LAF),Carlos Vela,33,0,3128,36,25.350000000000001,0.77000000000000002,167,75,5.0700000000000003,2.28,2019
USA,MLS,(VID),Nemanja Nikolic,25,6,2118,12,14.050000000000001,0.63,48,22,2.1499999999999999,0.99,2019
USA,MLS,(NYC FC),Alexandru Mitrita,25,5,2398,12,7.0700000000000003,0.28000000000000003,96,34,3.7999999999999998,1.35,2019
Spain,La Liga,(ATL),Luis Suarez,22,6,2126,16,14.32,0.64000000000000001,79,42,3.5299999999999998,1.88,2019
Spain,La Liga,(RMA),Karim Benzema,36,1,3207,21,21.609999999999999,0.64000000000000001,124,59,3.6699999999999999,1.75,2019
Spain,La Liga,(ALA),Joselu,31,5,2990,11,13.220000000000001,0.41999999999999998,87,30,2.7599999999999998,0.95,2019
Spain,La Liga,(SEV),Carlos Fernandez,21,13,2428,10,10.48,0.40999999999999998,47,19,1.8400000000000001,0.74,2019
Spain,La Liga,(OSA),Ante Budimir,33,2,2923,13,12.31,0.40000000000000002,56,22,1.8200000000000001,0.72,2019
Spain,La Liga,(SOC),Mikel Oyarzabal,36,1,3247,10,8.8900000000000006,0.26000000000000001,62,22,1.8100000000000001,0.64,2019
Spain,La Liga,(SOC),Willian Jose,24,13,2171,11,13.029999999999999,0.56999999999999995,59,19,2.5800000000000001,0.83,2019
Spain,La Liga,(VIL),Gerard Moreno,33,2,2831,18,16.09,0.54000000000000004,89,34,2.9900000000000002,1.14,2019
Spain,La Liga,(ALA),Lucas Perez,29,5,2673,11,11.25,0.40000000000000002,48,18,1.71,0.64,2019
Spain,La Liga,(BET),Loren Moron,21,15,2222,10,9.1199999999999992,0.39000000000000001,52,18,2.2200000000000002,0.77,2019
Spain,La Liga,(BIL),Raul Garcla,33,2,3034,15,12.77,0.40000000000000002,81,33,2.54,1.03,2019
Spain,La Liga,(ATL),Morata,25,9,2248,12,17.27,0.72999999999999998,69,30,2.9199999999999999,1.27,2019
Spain,La Liga,(GET),Angel Rodriguez,9,23,1611,10,8.1400000000000006,0.47999999999999998,53,23,3.1299999999999999,1.36,2019
Spain,La Liga,(BAR),Lionel Messi,32,1,3067,25,21.629999999999999,0.67000000000000004,159,68,4.9299999999999997,2.11,2019
Spain,La Liga,(RMA),Sergio Ramos,35,0,3100,11,11.09,0.34000000000000002,39,17,1.2,0.52,2019
Spain,La Liga,(SEV),Lucas Ocampos,31,2,2929,14,13.26,0.42999999999999999,84,36,2.7200000000000002,1.17,2019
Spain,La Liga,(VLL),Cazorla,29,6,2513,11,8.7300000000000004,0.33000000000000002,49,24,1.8500000000000001,0.91,2019
Spain,La Liga,(LEV),Roger,26,10,2436,11,11.539999999999999,0.45000000000000001,57,24,2.2200000000000002,0.94,2019
Spain,La Liga,(GET),Jaime Mata,33,1,2923,11,12,0.39000000000000001,58,23,1.8899999999999999,0.75,2019
Spain,La Liga,(CEL),Iago Aspas,37,0,3474,14,15.720000000000001,0.42999999999999999,84,39,2.2999999999999998,1.07,2019
Portugal ,Primeira Liga,(LIS),Pote,7,0,631,9,2.9900000000000002,0.45000000000000001,21,13,3.1600000000000001,1.96,2019
Portugal ,Primeira Liga,(POR),Tiquinho Soares,20,10,1867,10,9.4299999999999997,0.47999999999999998,55,21,2.7999999999999998,1.07,2019
Portugal ,Primeira Liga,(FAR),Eduardo Mancha,4,0,396,2,0.95999999999999996,0.23000000000000001,5,2,1.2,0.48,2019
Portugal ,Primeira Liga,(BRA),Paulinho,27,2,2451,17,14.960000000000001,0.57999999999999996,89,38,3.4500000000000002,1.47,2019
Portugal ,Primeira Liga,(POR),Alex Telles,28,3,2732,11,8.0500000000000007,0.28000000000000003,39,17,1.3600000000000001,0.59,2019
Portugal ,Primeira Liga,(BRA),Bruno Viana,8,0,780,2,1.3100000000000001,0.16,7,2,0.84999999999999998,0.24,2019
Portugal ,Primeira Liga,(AVE),Mehrdad Mohammadi,27,1,2495,8,7.3499999999999996,0.28000000000000003,56,19,2.1299999999999999,0.72,2019
Portugal ,Primeira Liga,(FAM),Carlos Valenzuela,7,1,575,2,1.03,0.17000000000000001,10,3,1.6499999999999999,0.5,2019
Portugal ,Primeira Liga,(FAM),Ruben Lameiras,7,0,624,4,3.4199999999999999,0.52000000000000002,15,9,2.2799999999999998,1.37,2019
Portugal ,Primeira Liga,(POR),Moussa Marega,27,2,2471,12,7.2800000000000002,0.28000000000000003,58,33,2.23,1.27,2019
Portugal ,Primeira Liga,(BEN),Gian-Luca Waldschmidt,7,1,605,4,3.5699999999999998,0.56000000000000005,15,6,2.3599999999999999,0.94,2019
Portugal ,Primeira Liga,(GIL),Samuel Lino,6,1,591,3,2.1800000000000002,0.34999999999999998,16,5,2.5699999999999998,0.8,2019
Portugal ,Primeira Liga,(VGU),Andre Andre,8,0,645,2,1.7,0.25,7,2,1.03,0.29,2019
Portugal ,Primeira Liga,(POR),Mehdi Taremi,26,4,2537,18,16.82,0.63,74,30,2.77,1.12,2019
Portugal ,Primeira Liga,(TOT),Carlos Vinicius,19,13,1928,18,12.380000000000001,0.60999999999999999,66,27,3.25,1.33,2019
Portugal ,Primeira Liga,(POR),Sergio Oliveira,7,1,642,4,2.0899999999999999,0.31,17,8,2.52,1.18,2019
Portugal ,Primeira Liga,(FER),Douglas Tanque,23,6,2054,11,7.5700000000000003,0.34999999999999998,72,24,3.3300000000000001,1.11,2019
Portugal ,Primeira Liga,(PEN),Fabio Abreu,27,7,2570,13,11.09,0.40999999999999998,53,23,1.96,0.85,2019
Portugal ,Primeira Liga,(NAC),Brayan Riascos,8,0,736,3,2.1699999999999999,0.28000000000000003,26,11,3.3599999999999999,1.42,2019
Portugal ,Primeira Liga,(POR),Alex Telles,3,0,280,2,2.3599999999999999,0.80000000000000004,9,5,3.0499999999999998,1.7,2019
Portugal ,Primeira Liga,(FAM),Fabio Martins,29,0,2633,12,9.1500000000000004,0.33000000000000002,69,36,2.4900000000000002,1.3,2019
Portugal ,Primeira Liga,(BEN),Haris  Seferovic,2,5,337,6,3.3300000000000001,0.93999999999999995,12,7,3.3799999999999999,1.97,2019
Portugal ,Primeira Liga,(FER),Douglas Tanque,7,0,644,2,2.5099999999999998,0.37,25,9,3.6899999999999999,1.33,2019
Portugal ,Primeira Liga,(FEY),Joao Teixeira,14,7,1416,8,3.5800000000000001,0.23999999999999999,34,14,2.2799999999999998,0.94,2019
Portugal ,Primeira Liga,(LIS),Bruno Fernandes,17,0,1656,8,5.5800000000000001,0.32000000000000001,60,23,3.4399999999999999,1.32,2019
Portugal ,Primeira Liga,(BOA),Angel Gomes,6,0,530,3,1.1200000000000001,0.20000000000000001,12,3,2.1499999999999999,0.54,2019
Portugal ,Primeira Liga,(POR),Toni Martínez,27,5,2312,10,10.460000000000001,0.42999999999999999,74,29,3.04,1.19,2019
Portugal ,Primeira Liga,(BEN),Pizzi,33,1,2981,18,15.69,0.5,83,39,2.6499999999999999,1.24,2019
Portugal ,Primeira Liga,(MIJ),Bozhidar Kraev,28,4,2399,8,4.5499999999999998,0.17999999999999999,46,19,1.8200000000000001,0.75,2019
Portugal ,Primeira Liga,(EST),Sandro Lima,29,3,2747,10,10.119999999999999,0.34999999999999998,66,31,2.2799999999999998,1.07,2019
Portugal ,Primeira Liga,(MAR),Rodrigo Pinho,18,9,1732,9,6.5599999999999996,0.35999999999999999,48,22,2.6299999999999999,1.21,2019
Portugal ,Primeira Liga,(MAR),Rodrigo Pinho,7,1,646,6,3.0600000000000001,0.45000000000000001,17,8,2.5,1.18,2019
Portugal ,Primeira Liga,(SAN),Thiago Santana,8,0,714,6,3.3100000000000001,0.44,24,12,3.1899999999999999,1.6,2019
Portugal ,Primeira Liga,(BEN),Everton,8,0,622,2,1.05,0.16,11,7,1.6799999999999999,1.07,2019
Portugal ,Primeira Liga,(BAR),Trincao,17,10,1749,8,4.5999999999999996,0.25,47,19,2.5499999999999998,1.03,2019
Portugal ,Primeira Liga,(LIS),Andraz Sporar,3,4,356,2,3.4100000000000001,0.91000000000000003,14,7,3.7400000000000002,1.87,2019
Portugal ,Primeira Liga,(BRA),Ricardo Horta,31,2,2750,12,8.9700000000000006,0.31,93,37,3.21,1.28,2019
Portugal ,Primeira Liga,(VGU),Bruno Duarte,6,1,509,2,1.77,0.33000000000000002,13,3,2.4300000000000002,0.56,2019
Portugal ,Primeira Liga,(LIS),Nuno Santos,6,2,567,3,1.55,0.26000000000000001,10,5,1.6799999999999999,0.84,2019
Portugal ,Primeira Liga,(VGU),Bruno Duarte,18,6,1684,8,5.5,0.31,42,16,2.3700000000000001,0.9,2019
Italy,Serie A,(NAP),Arkadiusz Milik,19,7,1870,11,9.4499999999999993,0.47999999999999998,68,29,3.4500000000000002,1.47,2019
Italy,Serie A,(INT),Romelu Lukaku,33,3,3156,23,18.940000000000001,0.56999999999999995,99,47,2.98,1.41,2019
Italy,Serie A,(SAS),Francesco Caputo,33,3,3125,21,13.82,0.41999999999999998,73,35,2.2200000000000002,1.06,2019
Italy,Serie A,(ROM),Edin Dzeko,31,4,3075,16,19.739999999999998,0.60999999999999999,122,46,3.77,1.42,2019
Italy,Serie A,(NAP),Andrea Petagna,33,3,3263,12,13.74,0.40000000000000002,110,33,3.2000000000000002,0.96,2019
Italy,Serie A,(JUV),Cristiano Ronaldo,33,0,3127,31,27.32,0.82999999999999996,208,79,6.3200000000000003,2.4,2019
Italy,Serie A,(SAS),Domenico Berardi,29,2,2654,14,10.9,0.39000000000000001,120,46,4.2999999999999998,1.65,2019
Italy,Serie A,(CAG),Joao Pedro,35,1,3394,18,13.93,0.39000000000000001,87,37,2.4399999999999999,1.04,2019
Italy,Serie A,(ATA),Josip Ilicic,21,5,1786,15,9.7799999999999994,0.52000000000000002,81,36,4.3099999999999996,1.91,2019
Italy,Serie A,(PAR),Andreas Cornelius,17,9,1637,12,6.3799999999999999,0.37,46,20,2.6699999999999999,1.16,2019
Italy,Serie A,(CAG),Giovanni Simeone,34,3,3115,12,11.800000000000001,0.35999999999999999,87,30,2.6499999999999999,0.91,2019
Italy,Serie A,(LAZ),Ciro Immobile,36,1,3371,36,26.609999999999999,0.75,142,71,4,2,2019
Italy,Serie A,(LEC),Marco Mancosu,28,5,2627,14,15.210000000000001,0.55000000000000004,84,31,3.04,1.12,2019
Italy,Serie A,(ATA),Duvan Zapata,25,3,2143,18,15.109999999999999,0.67000000000000004,89,37,3.9500000000000002,1.64,2019
Italy,Serie A,(INT),Lautaro Martrinez,29,6,2581,14,14.4,0.53000000000000003,125,44,4.5999999999999996,1.62,2019
Italy,Serie A,(ATA),Luis Muriel,10,23,1370,18,12.4,0.85999999999999999,77,41,5.3399999999999999,2.84,2019
Italy,Serie A,(SAM),Fabio Quagliarella,26,2,2413,11,13.720000000000001,0.54000000000000004,102,35,4.0199999999999996,1.38,2019
Italy,Serie A,(BEN),Gianluca Lapadula,20,5,1906,11,9.4299999999999997,0.46999999999999997,61,24,3.04,1.2,2019
Italy,Serie A,(ACM),Ante Rebic,15,11,1514,11,6.8499999999999996,0.42999999999999999,42,20,2.6400000000000001,1.25,2019
Italy,Serie A,(TOR),Andrea Belotti,34,2,3214,16,16.579999999999998,0.48999999999999999,104,41,3.0699999999999998,1.21,2019
Germany,Bundesliga,(DOR),Jadon Sancho,25,7,2387,17,9.8000000000000007,0.39000000000000001,52,28,2.0699999999999998,1.11,2019
Germany,Bundesliga,(RBL),Timo Werner,33,1,2744,28,20.800000000000001,0.71999999999999997,123,63,4.2599999999999998,2.18,2019
Germany,Bundesliga,(WOB),Wout Weghorst,30,2,2893,16,18.27,0.59999999999999998,85,38,2.79,1.25,2019
Germany,Bundesliga,(HOF),Andrej Kramaric,14,5,1502,12,9.3300000000000001,0.58999999999999997,43,23,2.7200000000000002,1.45,2019
Germany,Bundesliga,(DOR),Marco Reus,18,1,1561,11,8.5399999999999991,0.52000000000000002,47,24,2.8599999999999999,1.46,2019
Germany,Bundesliga,(LEV),Kai Havertz,29,1,2586,12,9.5299999999999994,0.34999999999999998,59,26,2.1699999999999999,0.96,2019
Germany,Bundesliga,(BMG),Marcus Thuram,28,3,2296,10,10.15,0.41999999999999998,56,36,2.3199999999999998,1.49,2019
Germany,Bundesliga,(DUS),Rouwen Hennings,27,5,2592,15,10.91,0.40000000000000002,73,27,2.6800000000000002,0.99,2019
Germany,Bundesliga,(BAY),Robert Lewandowski,31,0,2783,34,31.050000000000001,1.0600000000000001,138,67,4.71,2.29,2019
